date,ticker,open,high,low,close,adj_close,volume
2024-04-09,ALFA,115.2881,117.2578,114.477,115.8674,115.8674,1295721
2024-04-10,ALFA,115.4317,117.4039,114.6196,116.0117,116.0117,1295941
2024-04-11,ALFA,115.5378,117.5118,114.725,116.1184,116.1184,1294978
2024-04-12,ALFA,115.6097,117.5849,114.7964,116.1907,116.1907,1292843
2024-04-15,ALFA,115.6511,117.6271,114.8375,116.2323,116.2323,1289564
2024-04-16,ALFA,115.6664,117.6426,114.8527,116.2477,116.2477,1285180
2024-04-17,ALFA,115.6603,117.6364,114.8467,116.2416,116.2416,1279745
2024-04-18,ALFA,115.638,117.6137,114.8244,116.219,116.219,1273327
2024-04-19,ALFA,115.6045,117.5796,114.7912,116.1854,116.1854,1266004
2024-04-22,ALFA,115.5652,117.5396,114.7521,116.1459,116.1459,1257868
2024-04-23,ALFA,115.5252,117.499,114.7125,116.1058,116.1058,1249018
2024-04-24,ALFA,115.4897,117.4629,114.6773,116.0701,116.0701,1239563
2024-04-25,ALFA,115.4634,117.4362,114.6511,116.0436,116.0436,1229620
2024-04-26,ALFA,115.4506,117.4232,114.6384,116.0308,116.0308,1219312
2024-04-29,ALFA,115.4553,117.4279,114.643,116.0355,116.0355,1208766
2024-04-30,ALFA,115.4807,117.4538,114.6683,116.061,116.061,1198112
2024-05-01,ALFA,115.5298,117.5036,114.717,116.1103,116.1103,1187481
2024-05-02,ALFA,115.6045,117.5796,114.7912,116.1854,116.1854,1177004
2024-05-03,ALFA,115.7063,117.6832,114.8923,116.2877,116.2877,1166811
2024-05-06,ALFA,115.836,117.8151,115.0211,116.4181,116.4181,1157027
2024-05-07,ALFA,115.9936,117.9754,115.1775,116.5764,116.5764,1147773
2024-05-08,ALFA,116.1783,118.1633,115.361,116.7621,116.7621,1139164
2024-05-09,ALFA,116.389,118.3775,115.5701,116.9738,116.9738,1131304
2024-05-10,ALFA,116.6235,118.616,115.803,117.2095,117.2095,1124292
2024-05-13,ALFA,116.8792,118.8762,116.057,117.4666,117.4666,1118214
2024-05-14,ALFA,117.1532,119.1548,116.329,117.7419,117.7419,1113144
2024-05-15,ALFA,117.4417,119.4482,116.6155,118.0319,118.0319,1109146
2024-05-16,ALFA,117.7408,119.7524,116.9125,118.3324,118.3324,1106267
2024-05-17,ALFA,118.0462,120.063,117.2157,118.6394,118.6394,1104545
2024-05-20,ALFA,118.3534,120.3755,117.5208,118.9482,118.9482,1104000
2024-05-21,ALFA,118.658,120.6853,117.8232,119.2542,119.2542,1104640
2024-05-22,ALFA,118.9553,120.9877,118.1184,119.553,119.553,1106455
2024-05-23,ALFA,119.2409,121.2782,118.402,119.8401,119.8401,1109424
2024-05-24,ALFA,119.5108,121.5527,118.67,120.1113,120.1113,1113509
2024-05-27,ALFA,119.7611,121.8072,118.9185,120.3629,120.3629,1118662
2024-05-28,ALFA,119.9884,122.0384,119.1443,120.5913,120.5913,1124818
2024-05-29,ALFA,120.19,122.2435,119.3444,120.794,120.794,1131901
2024-05-30,ALFA,120.3637,122.4202,119.5169,120.9685,120.9685,1139824
2024-05-31,ALFA,120.508,122.567,119.6602,121.1136,121.1136,1148488
2024-06-03,ALFA,120.6223,122.6831,119.7737,121.2284,121.2284,1157789
2024-06-04,ALFA,120.7065,122.7688,119.8573,121.313,121.313,1167610
2024-06-05,ALFA,120.7615,122.8248,119.9119,121.3683,121.3683,1177830
2024-06-06,ALFA,120.789,122.8527,119.9392,121.396,121.396,1188324
2024-06-07,ALFA,120.7913,122.8551,119.9415,121.3983,121.3983,1198961
2024-06-10,ALFA,120.7716,122.8351,119.922,121.3785,121.3785,1209612
2024-06-11,ALFA,120.7337,122.7965,119.8843,121.3404,121.3404,1220144
2024-06-12,ALFA,120.6818,122.7437,119.8328,121.2882,121.2882,1230427
2024-06-13,ALFA,120.6208,122.6816,119.7722,121.2269,121.2269,1240336
2024-06-14,ALFA,120.5559,122.6156,119.7077,121.1617,121.1617,1249746
2024-06-17,ALFA,120.4925,122.5511,119.6448,121.098,121.098,1258544
2024-06-18,ALFA,120.4363,122.494,119.589,121.0415,121.0415,1266619
2024-06-19,ALFA,120.3929,122.4498,119.5459,120.9979,120.9979,1273872
2024-06-20,ALFA,120.3679,122.4244,119.5211,120.9728,120.9728,1280215
2024-06-21,ALFA,120.3667,122.4232,119.5199,120.9716,120.9716,1285568
2024-06-24,ALFA,120.3944,122.4514,119.5474,120.9994,120.9994,1289866
2024-06-25,ALFA,120.4557,122.5137,119.6083,121.061,121.061,1293056
2024-06-26,ALFA,120.5547,122.6144,119.7066,121.1605,121.1605,1295098
2024-06-27,ALFA,120.695,122.7572,119.8459,121.3015,121.3015,1295967
2024-06-28,ALFA,120.8797,122.9449,120.0292,121.4871,121.4871,1295652
2024-07-01,ALFA,121.1108,123.18,120.2587,121.7194,121.7194,1294158
2024-07-02,ALFA,121.3898,123.4638,120.5358,121.9998,121.9998,1291503
2024-07-03,ALFA,121.7174,123.797,120.8611,122.3291,122.3291,1287719
2024-07-04,ALFA,122.0933,124.1793,121.2344,122.7068,122.7068,1282853
2024-07-05,ALFA,122.5164,124.6096,121.6545,123.1321,123.1321,1276966
2024-07-08,ALFA,122.9847,125.086,122.1195,123.6027,123.6027,1270129
2024-07-09,ALFA,123.4954,125.6054,122.6266,124.116,124.116,1262427
2024-07-10,ALFA,124.0448,126.1641,123.1721,124.6681,124.6681,1253955
2024-07-11,ALFA,124.6284,126.7577,123.7516,125.2547,125.2547,1244818
2024-07-12,ALFA,125.2409,127.3807,124.3598,125.8703,125.8703,1235129
2024-07-15,ALFA,125.8765,128.0272,124.991,126.5091,126.5091,1225006
2024-01-02,BRAV,64.8109,65.9183,64.355,65.1366,65.1366,2000000
2024-01-03,BRAV,64.9667,66.0767,64.5097,65.2932,65.2932,2017741
2024-01-04,BRAV,65.1413,66.2543,64.683,65.4686,65.4686,2035263
2024-01-05,BRAV,65.3331,66.4494,64.8735,65.6615,65.6615,2052351
2024-01-08,BRAV,65.5404,66.6602,65.0793,65.8698,65.8698,2068793
2024-01-09,BRAV,65.7608,66.8844,65.2982,66.0913,66.0913,2084386
2024-01-10,BRAV,65.9918,67.1193,65.5275,66.3234,66.3234,2098939
2024-01-11,BRAV,66.2303,67.3618,65.7643,66.5631,66.5631,2112271
2024-01-12,BRAV,66.4731,67.6089,66.0055,66.8072,66.8072,2124219
2024-01-15,BRAV,66.717,67.8568,66.2476,67.0522,67.0522,2134635
2024-01-16,BRAV,66.9582,68.1022,66.4871,67.2946,67.2946,2143390
2024-01-17,BRAV,67.1931,68.3411,66.7204,67.5307,67.5307,2150377
2024-01-18,BRAV,67.4181,68.5699,66.9438,67.7568,67.7568,2155510
2024-01-19,BRAV,67.6295,68.785,67.1537,67.9693,67.9693,2158724
2024-01-22,BRAV,67.8239,68.9827,67.3468,68.1648,68.1648,2159981
2024-01-23,BRAV,67.9981,69.1599,67.5197,68.3398,68.3398,2159265
2024-01-24,BRAV,68.1491,69.3135,67.6697,68.4916,68.4916,2156584
2024-01-25,BRAV,68.2743,69.4408,67.794,68.6174,68.6174,2151973
2024-01-26,BRAV,68.3716,69.5398,67.8906,68.7152,68.7152,2145487
2024-01-29,BRAV,68.4394,69.6087,67.9579,68.7833,68.7833,2137207
2024-01-30,BRAV,68.4764,69.6463,67.9947,68.8205,68.8205,2127235
2024-01-31,BRAV,68.4822,69.6522,68.0004,68.8263,68.8263,2115693
2024-02-01,BRAV,68.4567,69.6263,67.9751,68.8007,68.8007,2102725
2024-02-02,BRAV,68.4007,69.5693,67.9195,68.7444,68.7444,2088490
2024-02-05,BRAV,68.3152,69.4824,67.8346,68.6585,68.6585,2073163
2024-02-06,BRAV,68.2022,69.3675,67.7224,68.5449,68.5449,2056934
2024-02-07,BRAV,68.0639,69.2268,67.5851,68.4059,68.4059,2040003
2024-02-08,BRAV,67.9031,69.0633,67.4254,68.2443,68.2443,2022579
2024-02-09,BRAV,67.7231,68.8801,67.2466,68.0634,68.0634,2004876
2024-02-12,BRAV,67.5273,68.6811,67.0523,67.8667,67.8667,1987113
2024-02-13,BRAV,67.3198,68.4699,66.8461,67.658,67.658,1969509
2024-02-14,BRAV,67.1044,68.2509,66.6323,67.4416,67.4416,1952281
2024-02-15,BRAV,66.8855,68.0283,66.4149,67.2216,67.2216,1935641
2024-02-16,BRAV,66.6672,67.8063,66.1982,67.0022,67.0022,1919795
2024-02-19,BRAV,66.4538,67.5892,65.9863,66.7878,66.7878,1904939
2024-02-20,BRAV,66.2494,67.3813,65.7833,66.5823,66.5823,1891254
2024-02-21,BRAV,66.0578,67.1864,65.5931,66.3897,66.3897,1878911
2024-02-22,BRAV,65.8827,67.0083,65.4192,66.2138,66.2138,1868061
2024-02-23,BRAV,65.7275,66.8505,65.2651,66.0578,66.0578,1858839
2024-02-26,BRAV,65.5953,66.716,65.1338,65.9249,65.9249,1851357
2024-02-27,BRAV,65.4885,66.6074,65.0278,65.8176,65.8176,1845709
2024-02-28,BRAV,65.4095,66.5271,64.9493,65.7382,65.7382,1841963
2024-02-29,BRAV,65.36,66.4767,64.9001,65.6884,65.6884,1840167
2024-03-01,BRAV,65.3411,66.4575,64.8814,65.6695,65.6695,1840341
2024-03-04,BRAV,65.3538,66.4704,64.894,65.6822,65.6822,1842485
2024-03-05,BRAV,65.3982,66.5156,64.9381,65.7268,65.7268,1846572
2024-03-06,BRAV,65.4742,66.5928,65.0135,65.8032,65.8032,1852550
2024-03-07,BRAV,65.5809,66.7014,65.1196,65.9105,65.9105,1860347
2024-03-08,BRAV,65.7173,66.8401,65.255,66.0476,66.0476,1869867
2024-03-11,BRAV,65.8817,67.0073,65.4182,66.2127,66.2127,1880991
2024-03-12,BRAV,66.0719,67.2008,65.6071,66.4039,66.4039,1893583
2024-03-13,BRAV,66.2855,67.418,65.8191,66.6186,66.6186,1907488
2024-03-14,BRAV,66.5196,67.6561,66.0516,66.8538,66.8538,1922533
2024-03-15,BRAV,66.771,67.9118,66.3012,67.1065,67.1065,1938534
2024-03-18,BRAV,67.0362,68.1816,66.5646,67.3731,67.3731,1955293
2024-03-19,BRAV,67.3117,68.4618,66.8382,67.65,67.65,1972603
2024-03-20,BRAV,67.5936,68.7484,67.118,67.9332,67.9332,1990251
2024-03-21,BRAV,67.8779,69.0376,67.4003,68.219,68.219,2008020
2024-03-22,BRAV,68.1608,69.3253,67.6812,68.5033,68.5033,2025689
2024-03-25,BRAV,68.4384,69.6077,67.9569,68.7823,68.7823,2043042
2024-03-26,BRAV,68.7069,69.8808,68.2236,69.0522,69.0522,2059864
2024-03-27,BRAV,68.963,70.1413,68.4778,69.3096,69.3096,2075947
2024-03-28,BRAV,69.2033,70.3857,68.7164,69.5511,69.5511,2091094
2024-03-29,BRAV,69.4249,70.6111,68.9365,69.7738,69.7738,2105117
2024-04-01,BRAV,69.6254,70.815,69.1356,69.9753,69.9753,2117844
2024-04-02,BRAV,69.8027,70.9953,69.3116,70.1535,70.1535,2129118
2024-04-03,BRAV,69.9553,71.1505,69.4631,70.3068,70.3068,2138799
2024-04-04,BRAV,70.0821,71.2795,69.589,70.4343,70.4343,2146768
2024-04-05,BRAV,70.1827,71.3818,69.6889,70.5353,70.5353,2152928
2024-04-08,BRAV,70.257,71.4574,69.7628,70.6101,70.6101,2157201
2024-04-09,BRAV,70.3058,71.507,69.8112,70.6591,70.6591,2159535
2024-04-10,BRAV,70.3301,71.5317,69.8353,70.6835,70.6835,2159902
2024-04-11,BRAV,70.3315,71.5331,69.8367,70.6849,70.6849,2158297
2024-04-12,BRAV,70.312,71.5133,69.8173,70.6653,70.6653,2154739
2024-04-15,BRAV,70.2739,71.4745,69.7795,70.627,70.627,2149273
2024-04-16,BRAV,70.2199,71.4196,69.7259,70.5728,70.5728,2141967
2024-04-17,BRAV,70.153,71.3516,69.6595,70.5056,70.5056,2132909
2024-04-18,BRAV,70.0763,71.2736,69.5833,70.4284,70.4284,2122212
2024-04-19,BRAV,69.9929,71.1888,69.5005,70.3447,70.3447,2110008
2024-04-22,BRAV,69.9062,71.1005,69.4144,70.2574,70.2574,2096447
2024-04-23,BRAV,69.8191,71.012,69.3279,70.1699,70.1699,2081696
2024-04-24,BRAV,69.7348,70.9262,69.2442,70.0852,70.0852,2065938
2024-04-25,BRAV,69.6561,70.8462,69.1661,70.0062,70.0062,2049367
2024-04-26,BRAV,69.5857,70.7746,69.0962,69.9354,69.9354,2032187
2024-04-29,BRAV,69.5259,70.7138,69.0368,69.8753,69.8753,2014610
2024-04-30,BRAV,69.4787,70.6657,68.9899,69.8278,69.8278,1996853
2024-05-01,BRAV,69.4456,70.6321,68.9571,69.7946,69.7946,1979135
2024-05-02,BRAV,69.428,70.6143,68.9396,69.7769,69.7769,1961674
2024-05-03,BRAV,69.4267,70.6129,68.9383,69.7756,69.7756,1944685
2024-05-06,BRAV,69.442,70.6285,68.9535,69.791,69.791,1928379
2024-05-07,BRAV,69.474,70.661,68.9852,69.8231,69.8231,1912956
2024-05-08,BRAV,69.5221,70.71,69.033,69.8715,69.8715,1898607
2024-05-09,BRAV,69.5856,70.7745,69.0961,69.9353,69.9353,1885508
2024-05-10,BRAV,69.6632,70.8534,69.1731,70.0133,70.0133,1873821
2024-05-13,BRAV,69.7533,70.9451,69.2626,70.1038,70.1038,1863690
2024-05-14,BRAV,69.854,71.0475,69.3626,70.205,70.205,1855241
2024-05-15,BRAV,69.9632,71.1585,69.471,70.3147,70.3147,1848576
2024-05-16,BRAV,70.0784,71.2757,69.5853,70.4305,70.4305,1843779
2024-05-17,BRAV,70.1971,71.3964,69.7032,70.5498,70.5498,1840909
2024-05-20,BRAV,70.3166,71.518,69.8219,70.6699,70.6699,1840001
2024-05-21,BRAV,70.4342,71.6376,69.9387,70.7882,70.7882,1841066
2024-05-22,BRAV,70.5473,71.7527,70.051,70.9018,70.9018,1844091
2024-05-23,BRAV,70.6532,71.8604,70.1562,71.0083,71.0083,1849040
2024-05-24,BRAV,70.7496,71.9583,70.2518,71.1051,71.1051,1855849
2024-05-27,BRAV,70.834,72.0443,70.3357,71.19,71.19,1864437
2024-05-28,BRAV,70.9048,72.1162,70.4059,71.2611,71.2611,1874697
2024-05-29,BRAV,70.9601,72.1725,70.4609,71.3167,71.3167,1886502
2024-05-30,BRAV,70.9988,72.2118,70.4993,71.3555,71.3555,1899706
2024-05-31,BRAV,71.02,72.2334,70.5204,71.3769,71.3769,1914148
2024-06-03,BRAV,71.0234,72.2369,70.5237,71.3803,71.3803,1929648
2024-06-04,BRAV,71.0091,72.2223,70.5095,71.3659,71.3659,1946016
2024-06-05,BRAV,70.9775,72.1902,70.4782,71.3342,71.3342,1963050
2024-06-06,BRAV,70.9298,72.1417,70.4308,71.2862,71.2862,1980540
2024-06-07,BRAV,70.8673,72.0781,70.3688,71.2235,71.2235,1998269
2024-06-10,BRAV,70.792,72.0015,70.294,71.1478,71.1478,2016020
2024-06-11,BRAV,70.7061,71.9141,70.2086,71.0614,71.0614,2033573
2024-06-12,BRAV,70.612,71.8185,70.1153,70.9669,70.9669,2050712
2024-06-13,BRAV,70.5128,71.7175,70.0167,70.8671,70.8671,2067226
2024-06-14,BRAV,70.4114,71.6144,69.916,70.7652,70.7652,2082911
2024-06-17,BRAV,70.311,71.5123,69.8163,70.6643,70.6643,2097573
2024-06-18,BRAV,70.2149,71.4145,69.7209,70.5677,70.5677,2111032
2024-06-19,BRAV,70.1264,71.3245,69.6331,70.4788,70.4788,2123121
2024-06-20,BRAV,70.0487,71.2456,69.5559,70.4007,70.4007,2133692
2024-06-21,BRAV,69.985,71.1807,69.4927,70.3367,70.3367,2142614
2024-06-24,BRAV,69.9381,71.1331,69.4461,70.2896,70.2896,2149777
2024-06-25,BRAV,69.9108,71.1052,69.4189,70.2621,70.2621,2155093
2024-06-26,BRAV,69.9053,71.0997,69.4135,70.2566,70.2566,2158497
2024-06-27,BRAV,69.9238,71.1185,69.4319,70.2752,70.2752,2159945
2024-06-28,BRAV,69.9678,71.1632,69.4756,70.3194,70.3194,2159421
2024-07-01,BRAV,70.0386,71.2353,69.5459,70.3906,70.3906,2156931
2024-07-02,BRAV,70.137,71.3353,69.6435,70.4894,70.4894,2152505
2024-07-03,BRAV,70.2631,71.4636,69.7688,70.6162,70.6162,2146199
2024-07-04,BRAV,70.4169,71.62,69.9215,70.7707,70.7707,2138089
2024-07-05,BRAV,70.5975,71.8037,70.1008,70.9523,70.9523,2128276
2024-07-08,BRAV,70.8038,72.0135,70.3057,71.1596,71.1596,2116882
2024-07-09,BRAV,71.0341,72.2478,70.5344,71.3911,71.3911,2104046
2024-07-10,BRAV,71.2862,72.5041,70.7847,71.6444,71.6444,2089926
2024-07-11,BRAV,71.5574,72.78,71.054,71.917,71.917,2074698
2024-07-12,BRAV,71.8447,73.0722,71.3393,72.2057,72.2057,2058548
2024-07-15,BRAV,72.1447,73.3773,71.6371,72.5072,72.5072,2041676
2024-01-02,CHAR,41.8444,42.5593,41.55,42.0547,42.0547,1800000
2024-01-03,CHAR,41.9115,42.6276,41.6167,42.1221,42.1221,1815967
2024-01-04,CHAR,41.9906,42.708,41.6952,42.2016,42.2016,1831737
2024-01-05,CHAR,42.0807,42.7996,41.7846,42.2921,42.2921,1847116
2024-01-08,CHAR,42.1805,42.9012,41.8838,42.3925,42.3925,1861913
2024-01-09,CHAR,42.2886,43.0111,41.9911,42.5011,42.5011,1875947
2024-01-10,CHAR,42.4033,43.1278,42.105,42.6164,42.6164,1889045
2024-01-11,CHAR,42.5226,43.2491,42.2235,42.7363,42.7363,1901044
2024-01-12,CHAR,42.6445,43.3731,42.3445,42.8588,42.8588,1911797
2024-01-15,CHAR,42.7668,43.4975,42.466,42.9818,42.9818,1921171
2024-01-16,CHAR,42.8872,43.62,42.5855,43.1028,43.1028,1929051
2024-01-17,CHAR,43.0034,43.7381,42.7009,43.2195,43.2195,1935339
2024-01-18,CHAR,43.113,43.8496,42.8097,43.3296,43.3296,1939959
2024-01-19,CHAR,43.2137,43.952,42.9097,43.4309,43.4309,1942852
2024-01-22,CHAR,43.3034,44.0432,42.9987,43.521,43.521,1943983
2024-01-23,CHAR,43.3799,44.1211,43.0748,43.5979,43.5979,1943338
2024-01-24,CHAR,43.4416,44.1838,43.136,43.6599,43.6599,1940926
2024-01-25,CHAR,43.4866,44.2296,43.1807,43.7052,43.7052,1936776
2024-01-26,CHAR,43.5138,44.2573,43.2077,43.7325,43.7325,1930938
2024-01-29,CHAR,43.5221,44.2657,43.2159,43.7408,43.7408,1923486
2024-01-30,CHAR,43.5109,44.2543,43.2047,43.7295,43.7295,1914511
2024-01-31,CHAR,43.4797,44.2226,43.1738,43.6982,43.6982,1904124
2024-02-01,CHAR,43.4288,44.1708,43.1232,43.647,43.647,1892452
2024-02-02,CHAR,43.3585,44.0993,43.0534,43.5763,43.5763,1879641
2024-02-05,CHAR,43.2696,44.0089,42.9652,43.4871,43.4871,1865847
2024-02-06,CHAR,43.1634,43.9009,42.8598,43.3803,43.3803,1851241
2024-02-07,CHAR,43.0414,43.7767,42.7386,43.2577,43.2577,1836003
2024-02-08,CHAR,42.9053,43.6383,42.6034,43.1209,43.1209,1820321
2024-02-09,CHAR,42.7572,43.4877,42.4564,42.972,42.972,1804388
2024-02-12,CHAR,42.5994,43.3272,42.2997,42.8134,42.8134,1788401
2024-02-13,CHAR,42.4343,43.1594,42.1358,42.6476,42.6476,1772558
2024-02-14,CHAR,42.2647,42.9868,41.9673,42.477,42.477,1757052
2024-02-15,CHAR,42.093,42.8121,41.7968,42.3045,42.3045,1742077
2024-02-16,CHAR,41.9219,42.6382,41.627,42.1326,42.1326,1727816
2024-02-19,CHAR,41.7542,42.4676,41.4605,41.964,41.964,1714445
2024-02-20,CHAR,41.5923,42.303,41.2997,41.8013,41.8013,1702129
2024-02-21,CHAR,41.4388,42.1468,41.1473,41.647,41.647,1691020
2024-02-22,CHAR,41.2958,42.0014,41.0053,41.5033,41.5033,1681255
2024-02-23,CHAR,41.1655,41.8688,40.8759,41.3724,41.3724,1672955
2024-02-26,CHAR,41.0497,41.7511,40.7609,41.256,41.256,1666221
2024-02-27,CHAR,40.9501,41.6497,40.662,41.1559,41.1559,1661138
2024-02-28,CHAR,40.8679,41.5662,40.5804,41.0733,41.0733,1657767
2024-02-29,CHAR,40.8043,41.5014,40.5172,41.0093,41.0093,1656150
2024-03-01,CHAR,40.7599,41.4563,40.4731,40.9647,40.9647,1656307
2024-03-04,CHAR,40.7352,41.4311,40.4486,40.9399,40.9399,1658237
2024-03-05,CHAR,40.7303,41.4262,40.4437,40.9349,40.9349,1661914
2024-03-06,CHAR,40.745,41.4411,40.4583,40.9497,40.9497,1667295
2024-03-07,CHAR,40.7788,41.4756,40.4919,40.9837,40.9837,1674313
2024-03-08,CHAR,40.831,41.5286,40.5438,41.0362,41.0362,1682880
2024-03-11,CHAR,40.9005,41.5993,40.6127,41.106,41.106,1692892
2024-03-12,CHAR,40.9858,41.6861,40.6975,41.1918,41.1918,1704225
2024-03-13,CHAR,41.0855,41.7875,40.7965,41.292,41.292,1716739
2024-03-14,CHAR,41.1978,41.9016,40.9079,41.4048,41.4048,1730280
2024-03-15,CHAR,41.3205,42.0265,41.0298,41.5281,41.5281,1744681
2024-03-18,CHAR,41.4516,42.1598,41.16,41.6599,41.6599,1759764
2024-03-19,CHAR,41.5888,42.2993,41.2962,41.7978,41.7978,1775343
2024-03-20,CHAR,41.7297,42.4426,41.4361,41.9393,41.9393,1791226
2024-03-21,CHAR,41.8718,42.5872,41.5772,42.0822,42.0822,1807218
2024-03-22,CHAR,42.0128,42.7306,41.7172,42.2239,42.2239,1823120
2024-03-25,CHAR,42.1503,42.8705,41.8538,42.3621,42.3621,1838738
2024-03-26,CHAR,42.282,43.0044,41.9845,42.4945,42.4945,1853877
2024-03-27,CHAR,42.4057,43.1303,42.1074,42.6188,42.6188,1868352
2024-03-28,CHAR,42.5196,43.246,42.2204,42.7332,42.7332,1881985
2024-03-29,CHAR,42.6217,43.3499,42.3219,42.8359,42.8359,1894606
