as_of_date,order_sequence,ticker,action,quantity,close_price,fill_price,notional,total_transaction_cost,position_quantity_after
2026-08-18,2,TOST,BUY,4.030559788780813,34.95000076293945,34.984950763702386,141.00893576065545,0.2113725355732645,4.030559788780813
2026-08-19,1,NBIS,SELL,0.5338039849244898,223.8999938964844,223.67609390258792,119.3991902575458,0.1792183040952833,0.0
2026-08-19,2,SMCI,SELL,3.9164092935044983,36.58000183105469,36.54342182922363,143.1189968684266,0.2148217575617692,0.0
2026-08-19,3,AMAT,BUY,0.2755671431979473,496.1700134277344,496.6661834411621,136.8648812939087,0.2051605937877052,0.2755671431979473
2026-08-19,4,MDB,BUY,0.3196651210652116,440.5299987792969,440.9705287780762,140.9628974680341,0.211303524126645,0.3196651210652116
2026-08-20,1,AMAT,SELL,0.2755671431979473,496.2099914550781,495.71378146362304,136.60243060178215,0.2050403850724478,0.0
2026-08-20,2,MDB,SELL,0.3196651210652116,420.3699951171875,419.9496251220703,134.24324775593684,0.20149924925929,0.0
2026-08-20,3,SPOT,BUY,0.2542039040229275,533.1300048828125,533.6631348876953,135.65925232156633,0.2033533547537442,0.2542039040229275
2026-08-20,4,TWLO,BUY,0.6108748199276818,219.88999938964844,220.10988938903807,134.45958904483058,0.2015550583034573,0.6108748199276818
2026-08-24,1,TWLO,SELL,0.6108748199276818,222.58999633789065,222.36740634155277,135.8386493066817,0.2038939485839514,0.0
2026-08-24,2,NOW,BUY,1.1178845409531095,128.0500030517578,128.17805305480957,143.28826399943915,0.2147892508802743,1.1178845409531095
2026-08-25,1,SPOT,SELL,0.2542039040229275,552.5700073242188,552.0174373168945,140.32498765468625,0.2106279469351376,0.0
2026-08-25,2,TWLO,BUY,0.6038574919181736,223.97,224.19397,135.38120842737823,0.2029365666785904,0.6038574919181736
2026-08-26,1,NOW,SELL,1.1178845409531095,125.8,125.6742,140.48924537664928,0.2108744979402237,0.0
2026-08-26,2,TWLO,SELL,0.6038574919181736,228.4600067138672,228.2315467071533,137.8193293711871,0.2068669513434426,0.0
2026-08-26,3,ANET,BUY,0.7408907848590605,202.25,202.45224999999996,149.9950063989827,0.2248426644372095,0.7408907848590605
2026-08-26,4,SPOT,BUY,0.2385672474067073,550.030029296875,550.5800593261719,131.35036923046644,0.1968943346956164,0.2385672474067073
2026-08-27,1,ABNB,SELL,0.9099352446484206,184.3999938964844,184.2155939025879,167.6242615058054,0.2516041843122608,0.0
2026-08-27,2,SPOT,SELL,0.2385672474067073,527.25,526.72275,125.65879661399124,0.1886139795021774,0.0
2026-08-27,3,TOST,SELL,4.030559788780813,35.16999816894531,35.134828170776366,141.61302561085455,0.2125612931966774,0.0
2026-08-27,4,ZS,SELL,0.7797675422888699,187.3000030517578,187.11270304870607,145.90441258731667,0.2190026693440161,0.0
2026-08-28,1,ANET,SELL,0.7408907848590605,195.3800048828125,195.18462487792968,144.61048991823063,0.2170604901225158,0.0
2026-08-28,2,ABNB,BUY,0.8291604190356129,189.42999267578125,189.61942266845705,157.2249199570688,0.2356803120834886,0.8291604190356129
2026-08-28,3,SPOT,BUY,0.246426004679096,547.510009765625,548.0575197753906,135.05562493258418,0.2024485166946353,0.246426004679096
2026-08-28,4,TEAM,BUY,0.6988294774631,190.4149932861328,190.60540827941892,133.20067786954715,0.1996679491940466,0.6988294774631
2026-08-28,5,TOST,BUY,4.083706805424968,35.150001525878906,35.185151527404784,143.68584274237162,0.2153852218131113,4.083706805424968
2026-08-28,6,TWLO,BUY,0.5839487231626109,237.77999877929688,238.01777877807615,138.99017800745835,0.2083464156844935,0.5839487231626109
2026-09-01,1,SPOT,SELL,0.246426004679096,544.1500244140625,543.6058743896484,133.95862374592758,0.201072028335358,0.0
2026-09-01,2,TEAM,SELL,0.6988294774631,187.02999877929688,186.84296878051757,130.5713742405434,0.1959877634371403,0.0
2026-09-01,3,TWLO,SELL,0.5839487231626109,228.6499938964844,228.42134390258792,133.38635211500386,0.2002130480444915,0.0
2026-09-02,1,DASH,BUY,0.6771796810463263,226.2400054931641,226.46624549865723,153.35833989453974,0.2298843047070329,0.6771796810463263
2026-09-02,2,SPOT,BUY,0.2738936262369379,559.3599853515625,559.919345336914,153.35833989453974,0.2298843047070421,0.2738936262369379
2026-09-03,1,ANET,BUY,0.4451049381909644,191.44000244140625,191.63144244384765,85.29610134441417,0.1278589411261629,0.4451049381909644
2026-09-03,2,DELL,BUY,0.1616923374504224,516.3900146484375,516.9064046630859,83.57980481306834,0.1252862109110978,0.1616923374504224
2026-09-04,1,DASH,SELL,0.6771796810463263,211.72999572753903,211.51826573181148,143.2358717237402,0.2149971868365938,0.0
2026-09-04,2,SPOT,SELL,0.2738936262369379,542.4299926757812,541.8875626831054,148.41954955597174,0.2227778924516382,0.0
2026-09-04,3,MU,BUY,0.1266015618735639,1016.5900268554688,1017.606616882324,128.8305870701756,0.1931171787200693,0.1266015618735639
2026-09-04,4,SMCI,BUY,3.5716678135703295,39.59000015258789,39.62959015274048,141.54373161352683,0.2121741950909991,3.5716678135703295
2026-09-07,1,TWLO,BUY,0.0900018228594173,232.97999572753903,233.21297572326657,20.98959292956302,0.0314634207700361,0.0900018228594173
2026-09-08,1,MU,SELL,0.1266015618735639,1000.260009765625,999.2597497558594,126.5078450364784,0.1898884020342318,0.0
2026-09-08,2,NBIS,BUY,0.2845278662026522,243.8800048828125,244.12388488769528,69.46004805619783,0.1041206814268895,0.2845278662026522
2026-09-08,3,TWLO,BUY,0.2517353048976616,225.88999938964844,226.11588938903807,56.92135235755543,0.0853251640484604,0.3417371277570789
2026-09-09,1,SMCI,SELL,3.5716678135703295,38.93000030517578,38.8910703048706,138.90598404320716,0.2084980210938933,0.0
2026-09-09,2,TOST,SELL,4.083706805424968,32.45000076293945,32.41755076217651,132.38377266270956,0.1987081752830283,0.0
2026-09-09,3,DASH,BUY,0.4537857564245488,197.2449951171875,197.44224011230463,89.59647627951956,0.1343052074499565,0.4537857564245488
2026-09-09,4,META,BUY,0.1334345421300342,653.69,654.34369,87.31205067082708,0.1308808511803934,0.1334345421300342
2026-09-09,5,MU,BUY,0.0914757754456748,1027.77001953125,1028.797789550781,94.11007557595391,0.1410710973043998,0.0914757754456748
2026-09-10,1,ABNB,SELL,0.8291604190356129,167.64999389648438,167.4823439025879,138.8697304513364,0.2084436044161876,0.0
2026-09-11,1,SMCI,BUY,3.456168156033941,40.099998474121094,40.14009847259521,138.7309301210502,0.2079578028437849,3.456168156033941
2026-09-14,1,SMCI,SELL,3.456168156033941,36.7400016784668,36.70326167678833,126.85264422989673,0.1904059459687,0.0
2026-09-17,1,ABNB,BUY,0.1848808021499662,165.92999267578125,166.095922668457,30.707947416783092,0.0460312438550235,0.1848808021499662
2026-09-17,2,SMCI,BUY,0.8626495802118757,40.349998474121094,40.39034847259521,34.84271715449563,0.0522292678224913,0.8626495802118757
2026-09-17,3,SPOT,BUY,0.0561194056201064,528.8400268554688,529.3688668823241,29.707866163225297,0.0445321210568583,0.0561194056201064
2026-09-17,4,ZS,BUY,0.1591932352413153,197.47000122070312,197.66747122192385,31.46732424578764,0.0471695504803225,0.1591932352413153
2026-09-18,1,DE,BUY,2.8394449177708434e-18,683.989990234375,684.6739802246093,1.944094053478702e-15,2.9141989283162484e-18,2.8394449177708434e-18
2026-09-18,2,ZS,BUY,8.135618758106547e-18,197.30999755859375,197.5073075561523,1.6068441562169518e-15,2.408660995407875e-18,0.1591932352413153
2026-09-21,1,SMCI,BUY,-9.559210901771587e-33,41.20000076293945,41.24120076370239,-3.942333359425347e-31,-5.9095616441730874e-34,0.8626495802118757
2026-09-24,1,FTNT,BUY,0.0,178.74,178.91874,0.0,0.0,0.0
2026-09-24,2,ZS,BUY,0.0,214.45,214.66444999999996,0.0,0.0,0.1591932352413153
